"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US12131","Walton County, Florida","71375","*****","62177","953","3176","1257","553","371","633","546","0","229","1990","985","2846","1152","118","151","2728","1128"
"0500000US13013","Barrow County, Georgia","80809","*****","63590","1598","9937","966","218","231","3172","366","60","116","2402","1572","1430","859","32","56","1398","844"
"0500000US13015","Bartow County, Georgia","106408","*****","89990","1072","11734","1155","198","292","1341","226","0","226","1114","797","2031","1120","280","408","1751","1049"
"0500000US13021","Bibb County, Georgia","153095","*****","61370","1092","81723","2320","188","330","3249","341","144","230","1858","1343","4563","2227","553","501","4010","2190"
"0500000US13031","Bulloch County, Georgia","77296","*****","49991","935","20136","1796","0","226","1108","189","1161","1598","352","424","4548","1725","1440","1006","3108","1387"
"0500000US13045","Carroll County, Georgia","118121","*****","86164","2972","22574","2119","1960","2039","312","326","0","226","3753","2665","3358","1636","377","637","2981","1640"
"0500000US13047","Catoosa County, Georgia","67420","*****","61292","233","2750","1370","887","1046","905","316","0","226","0","226","1586","1223","0","226","1586","1223"
"0500000US13051","Chatham County, Georgia","289195","*****","151743","1698","113883","3008","634","275","7493","1153","1688","1596","3631","1762","10123","2677","1248","977","8875","2374"
"0500000US13057","Cherokee County, Georgia","254149","*****","217980","3642","16274","1743","826","813","4850","748","618","899","6407","3503","7194","1800","968","709","6226","1708"
"0500000US13059","Clarke County, Georgia","127330","*****","80444","2075","35535","1331","311","450","4947","600","166","241","2254","1903","3673","1192","156","149","3517","1213"
"0500000US13063","Clayton County, Georgia","289615","*****","44414","3986","202746","2511","308","455","14865","360","368","617","17176","3637","9738","2430","1950","1187","7788","2224"
"0500000US13067","Cobb County, Georgia","756865","*****","437149","7060","208527","5012","1875","653","43013","1472","1444","1581","40060","7178","24797","4774","6156","2551","18641","3502"
"0500000US13073","Columbia County, Georgia","154291","*****","112921","1211","26416","2254","0","226","7116","918","0","226","1987","1068","5851","1921","359","440","5492","1946"
"0500000US13077","Coweta County, Georgia","145864","*****","111427","1692","25081","1802","1428","1136","3242","638","0","226","1563","1600","3123","1569","139","183","2984","1495"
"0500000US13089","DeKalb County, Georgia","756558","*****","265235","3360","403014","4124","6959","2738","47716","1494","2868","3199","7938","2271","22828","3278","4321","1579","18507","3380"
"0500000US13095","Dougherty County, Georgia","91243","*****","22804","586","63283","1637","494","410","372","487","128","173","1757","710","2405","1552","2","4","2403","1552"
"0500000US13097","Douglas County, Georgia","145331","*****","65772","2244","69703","2948","0","226","2431","564","0","226","2811","1627","4614","2183","341","427","4273","2145"
"0500000US13113","Fayette County, Georgia","113459","*****","74889","1426","27242","988","315","404","5382","621","0","226","2912","1520","2719","1051","217","192","2502","1017"
"0500000US13115","Floyd County, Georgia","97927","*****","78436","1235","13648","997","299","350","1807","181","0","226","1338","1118","2399","1131","338","426","2061","1025"
"0500000US13117","Forsyth County, Georgia","236612","*****","183956","1800","9944","957","52","87","34047","877","279","418","3321","1419","5013","1248","1129","816","3884","1023"
"0500000US13121","Fulton County, Georgia","1050114","*****","467999","5654","457063","4080","2647","782","78713","1688","478","414","19988","5559","23226","3762","2720","1019","20506","3572"
"0500000US13135","Gwinnett County, Georgia","927781","*****","431934","10000","259173","4772","6573","3069","111728","2188","45","77","89869","9787","28459","4166","3492","1213","24967","4086"
"0500000US13139","Hall County, Georgia","202148","*****","174232","2718","13415","2162","576","321","3392","926","0","226","5217","2297","5316","2193","390","524","4926","1984"
"0500000US13151","Henry County, Georgia","230220","*****","105190","2598","104658","2713","170","313","7868","923","0","226","3307","2164","9027","3263","986","1244","8041","3163"
"0500000US13153","Houston County, Georgia","155469","*****","91416","2860","51094","1781","640","700","5559","734","70","120","2932","2419","3758","1765","1715","1500","2043","1337"
"0500000US13157","Jackson County, Georgia","70422","*****","61209","1174","4893","832","19","35","1062","490","21","43","1415","1066","1803","1065","455","371","1348","871"
"0500000US13185","Lowndes County, Georgia","116321","*****","65868","1178","42377","841","292","205","1882","534","0","226","2526","1324","3376","1152","0","226","3376","1152"
"0500000US13215","Muscogee County, Georgia","194160","*****","83257","1682","91077","2137","107","130","4211","904","224","326","3745","1138","11539","2538","3310","1401","8229","2284"
"0500000US13217","Newton County, Georgia","109541","*****","53664","1650","50221","1417","0","226","1478","39","0","226","1788","1624","2390","1339","0","226","2390","1339"
"0500000US13245","Richmond County, Georgia","201554","*****","73586","2055","113773","1484","595","290","4377","1458","118","131","2687","1697","6418","1840","790","707","5628","1773"
"0500000US13247","Rockdale County, Georgia","90594","*****","33589","1654","52466","1483","41","75","1667","415","0","226","1273","1209","1558","902","431","532","1127","631"
"0500000US13255","Spalding County, Georgia","66100","*****","40759","705","22394","1007","213","362","719","268","0","226","690","672","1325","964","200","246","1125","926"
"0500000US13285","Troup County, Georgia","70034","*****","40980","872","26220","316","0","226","1622","73","0","226","817","818","395","349","0","226","395","349"
"0500000US13297","Walton County, Georgia","93503","*****","71248","1303","17381","707","53","117","1276","918","0","226","2038","1393","1507","1169","0","226","1507","1169"
"0500000US15001","Hawaii County, Hawaii","200983","*****","65322","1303","1487","708","917","491","45875","3502","22582","2242","6288","2584","58512","5090","997","618","57515","4935"
"0500000US15003","Honolulu County, Hawaii","980080","*****","200434","4085","25504","1376","1772","713","413848","9608","96501","4133","8592","1955","233429","10885","9350","2564","224079","11274"
"0500000US15007","Kauai County, Hawaii","72133","*****","22378","593","127","141","242","203","24320","2351","6462","1367","400","363","18204","2933","1344","1384","16860","2803"
"0500000US15009","Maui County, Hawaii","167218","59","57482","1653","1195","456","297","243","50433","3443","19426","1133","2772","1634","35613","3825","422","385","35191","3874"
"0500000US16001","Ada County, Idaho","469966","*****","423193","2891","7344","2915","2031","888","14535","1796","1277","1040","7465","2547","14121","3245","1067","885","13054","3200"
"0500000US16005","Bannock County, Idaho","87138","*****","78243","1069","659","465","2662","1144","1987","427","110","112","870","537","2607","829","166","230","2441","820"
"0500000US16019","Bonneville County, Idaho","116854","*****","104226","1923","387","536","534","367","1256","559","0","204","6378","1951","4073","1041","998","847","3075","626"
"0500000US16027","Canyon County, Idaho","223499","*****","183631","4959","897","666","2419","1124","1992","811","452","619","24114","5098","9994","2372","4228","2019","5766","1436"
"0500000US16055","Kootenai County, Idaho","161505","*****","151779","937","445","387","2159","904","1766","652","501","689","903","541","3952","1099","508","353","3444","1026"
"0500000US16083","Twin Falls County, Idaho","86081","*****","78253","2540","190","242","383","496","2121","578","0","204","3635","2633","1499","787","310","439","1189","640"
"0500000US17001","Adams County, Illinois","65691","*****","61152","95","3054","452","248","319","426","244","0","190","31","40","780","369","48","84","732","374"
"0500000US17019","Champaign County, Illinois","209983","*****","149873","1345","27968","1335","164","195","23646","883","0","190","2376","1423","5956","1836","337","531","5619","1841"
"0500000US17031","Cook County, Illinois","5180493","*****","2964037","18752","1204613","6697","14604","2975","389530","5118","2270","688","467641","17962","137798","8990","30546","4638","107252","7612"
"0500000US17037","DeKalb County, Illinois","104143","*****","88945","1158","8124","933","31","55","2767","733","0","190","1029","773","3247","1660","361","294","2886","1634"
"0500000US17043","DuPage County, Illinois","928589","*****","705636","5552","42117","2418","3856","2206","113181","2044","1197","1482","34485","6072","28117","3626","4800","1823","23317","3014"
"0500000US17089","Kane County, Illinois","534216","*****","403393","7818","29350","1829","1539","585","21759","1674","244","196","62855","7508","15076","3114","3435","1163","11641","2939"
"0500000US17091","Kankakee County, Illinois","110024","*****","87469","1311","15976","835","78","107","1016","487","0","190","2820","1412","2665","1038","195","214","2470","1002"
"0500000US17093","Kendall County, Illinois","127915","*****","109374","1589","8605","1838","77","133","4649","298","0","190","1629","1193","3581","2030","217","361","3364","1982"
"0500000US17097","Lake County, Illinois","700832","*****","519328","7569","46360","2634","3441","1191","56758","1732","310","406","54419","7548","20216","3452","4315","1415","15901","3045"
"0500000US17099","LaSalle County, Illinois","109430","*****","100371","1417","3547","1495","64","121","938","465","0","190","2142","1035","2368","933","425","416","1943","844"
"0500000US17111","McHenry County, Illinois","308570","*****","283946","2394","5846","2209","345","245","8795","970","0","190","3264","1628","6374","1519","455","283","5919","1520"
"0500000US17113","McLean County, Illinois","172828","*****","143769","873","14547","883","290","274","8986","814","0","190","1506","780","3730","1077","224","278","3506","1030"
"0500000US17115","Macon County, Illinois","104712","*****","81660","406","17609","1261","149","150","1226","292","0","190","468","406","3600","1160","77","137","3523","1159"
"0500000US17119","Madison County, Illinois","264461","*****","229879","1075","22876","1328","668","320","2508","656","27","52","2607","1108","5896","1446","301","317","5595","1415"
"0500000US17143","Peoria County, Illinois","180621","*****","131960","1022","30995","2139","637","122","7844","1039","0","190","1988","914","7197","2255","220","216","6977","2263"
"0500000US17161","Rock Island County, Illinois","143477","*****","113735","1846","14038","1504","462","283","4141","423","132","170","4420","1564","6549","2377","1740","1397","4809","1864"
"0500000US17163","St. Clair County, Illinois","261059","*****","166252","1744","78982","1648","300","294","3973","636","0","190","4406","1685","7146","1840","0","190","7146","1840"
"0500000US17167","Sangamon County, Illinois","195348","*****","159781","667","24375","1374","589","283","4191","399","19","33","1010","637","5383","1435","0","190","5383","1435"
"0500000US17179","Tazewell County, Illinois","132328","*****","125963","551","1978","478","317","267","1482","691","53","105","961","793","1574","653","96","208","1478","627"
"0500000US17183","Vermilion County, Illinois","76806","*****","62290","910","10903","733","111","178","797","152","152","154","730","731","1823","882","540","556","1283","675"
"0500000US17197","Will County, Illinois","692310","*****","508964","7338","76324","3045","3843","2550","35847","2946","455","311","39786","6751","27091","3859","4143","1666","22948","3499"
"0500000US17199","Williamson County, Illinois","67056","*****","60144","396","2656","937","386","290","928","322","0","190","1551","422","1391","907","56","110","1335","895"
"0500000US17201","Winnebago County, Illinois","284081","*****","225163","1816","36736","1760","323","283","8487","589","66","108","3878","1630","9428","1874","1490","816","7938","1771"
"0500000US18003","Allen County, Indiana","375351","*****","290814","2482","43203","2918","750","387","15205","1519","517","579","9495","2281","15367","3621","1197","771","14170","3658"
"0500000US18005","Bartholomew County, Indiana","82753","*****","70856","1274","1319","928","0","198","6556","627","0","198","1321","797","2701","1523","0","198","2701","1523"
"0500000US18011","Boone County, Indiana","66999","*****","61585","709","1305","210","183","194","1227","647","0","198","872","714","1827","699","256","436","1571","713"
"0500000US18019","Clark County, Indiana","117360","*****","102369","1024","8287","1234","0","198","695","301","95","160","1322","1019","4592","1185","0","198","4592","1185"
"0500000US18035","Delaware County, Indiana","114772","*****","101710","655","7989","837","110","115","1718","374","163","283","114","191","2968","1092","555","622","2413","829"
"0500000US18039","Elkhart County, Indiana","205560","*****","175515","4526","9586","2007","690","664","1849","392","358","491","8836","4255","8726","2251","1308","937","7418","2068"
"0500000US18043","Floyd County, Indiana","77781","*****","70351","489","4075","636","174","191","871","293","0","198","396","452","1914","636","25","55","1889","637"
"0500000US18053","Grant County, Indiana","65936","*****","58339","293","4966","889","88","108","131","182","0","198","328","224","2084","914","124","104","1960","904"
"0500000US18057","Hamilton County, Indiana","330086","*****","284669","1782","12440","1560","25","46","19303","2384","408","396","2685","1654","10556","2950","903","621","9653","2927"
"0500000US18063","Hendricks County, Indiana","167009","*****","144714","2391","11473","1656","61","114","5101","772","71","139","1844","2393","3745","1960","381","596","3364","1737"
"0500000US18067","Howard County, Indiana","82366","*****","72144","451","6281","1047","761","726","1291","198","0","198","270","214","1619","818","164","259","1455","796"
"0500000US18081","Johnson County, Indiana","156225","*****","143005","908","3296","1119","0","198","5313","1116","251","405","901","758","3459","1460","237","377","3222","1414"
"0500000US18085","Kosciusko County, Indiana","79344","*****","74508","1374","425","290","651","416","1105","493","0","198","1774","1366","881","476","96","123","785","469"
"0500000US18089","Lake County, Indiana","484411","*****","292546","3780","112433","1925","1052","350","7424","845","405","290","51121","4260","19430","3087","7156","2016","12274","2849"
"0500000US18091","LaPorte County, Indiana","110007","*****","90465","1128","12635","1114","551","290","69","79","0","198","2710","1443","3577","960","94","119","3483","957"
"0500000US18095","Madison County, Indiana","129641","*****","113549","689","11218","1141","241","157","713","417","0","198","1196","589","2724","1133","319","256","2405","1076"
"0500000US18097","Marion County, Indiana","954670","*****","574159","6368","273100","3552","2438","1148","34090","1847","592","501","40351","6123","29940","5365","4923","1993","25017","4953"
"0500000US18105","Monroe County, Indiana","146917","*****","125701","643","4366","725","800","760","10317","871","0","198","917","615","4816","1120","0","198","4816","1120"
"0500000US18127","Porter County, Indiana","169594","*****","153565","1954","6584","958","308","287","2501","375","0","198","2028","1167","4608","1752","1614","1302","2994","1122"
"0500000US18141","St. Joseph County, Indiana","270771","*****","209274","1965","36168","1994","1294","769","6770","537","146","193","6764","1731","10355","2153","1810","876","8545","2011"
"0500000US18157","Tippecanoe County, Indiana","193048","*****","157823","1582","10775","768","617","442","15530","1363","0","198","3164","1383","5139","1850","410","508","4729","1688"
"0500000US18163","Vanderburgh County, Indiana","180974","*****","153582","1015","19069","1040","156","245","1826","663","0","198","2537","1061","3804","1226","191","225","3613","1208"
"0500000US18167","Vigo County, Indiana","107386","*****","92707","893","7547","1203","48","87","2083","455","0","198","1844","931","3157","1287","174","208","2983","1284"
"0500000US19013","Black Hawk County, Iowa","132408","*****","110437","1051","13714","791","744","245","3689","332","365","448","1489","965","1970","897","182","158","1788","852"
"0500000US19049","Dallas County, Iowa","90180","*****","81948","283","2275","446","145","173","3848","912","0","163","83","114","1881","1099","126","244","1755","1067"
"0500000US19061","Dubuque County, Iowa","96854","*****","90011","195","2548","1214","312","416","1318","337","72","132","36","73","2557","1380","0","163","2557","1380"
"0500000US19103","Johnson County, Iowa","151260","*****","122765","1982","10576","1085","341","258","9222","1391","423","531","4449","2255","3484","1417","134","178","3350","1388"
"0500000US19113","Linn County, Iowa","225909","*****","197791","985","14183","1960","367","319","5508","715","713","998","1383","629","5964","1818","302","291","5662","1739"
"0500000US19153","Polk County, Iowa","487204","*****","408849","3095","31773","2523","933","324","23806","1505","262","407","6667","2662","14914","3114","1299","922","13615","2859"
"0500000US19155","Pottawattamie County, Iowa","93533","*****","86911","1561","1818","575","313","212","541","332","62","96","1888","1425","2000","727","111","124","1889","714"
"0500000US19163","Scott County, Iowa","173283","*****","147632","1009","11733","1706","491","465","4702","612","175","264","1081","730","7469","1880","50","85","7419","1882"
"0500000US19169","Story County, Iowa","98105","*****","83589","906","1259","795","93","144","8376","564","0","163","1365","863","3423","988","186","281","3237","962"
"0500000US19193","Woodbury County, Iowa","102539","*****","89664","1153","4374","492","2067","109","2906","487","137","153","787","431","2604","1238","881","976","1723","707"
"0500000US20015","Butler County, Kansas","66765","*****","61852","423","1527","323","516","180","665","411","95","115","64","108","2046","750","103","135","1943","745"
"0500000US20045","Douglas County, Kansas","121436","*****","98730","1125","5261","1138","4196","1366","6983","450","123","144","1295","553","4848","1356","355","380","4493","1331"
"0500000US20091","Johnson County, Kansas","597555","*****","512258","2551","27293","1965","1781","859","30094","1540","236","208","7001","2174","18892","2631","1338","764","17554","2591"
"0500000US20103","Leavenworth County, Kansas","81352","*****","67317","968","6781","1833","410","509","720","417","49","97","931","789","5144","1423","128","226","5016","1402"
"0500000US20161","Riley County, Kansas","73703","*****","61179","626","4717","837","100","129","3560","402","63","88","610","409","3474","1148","119","150","3355","1145"
"0500000US20173","Sedgwick County, Kansas","513607","*****","394951","4961","46536","2637","6261","1982","20105","2459","166","269","22769","5394","22819","3793","1525","726","21294","3704"
"0500000US20177","Shawnee County, Kansas","177499","*****","146378","1832","15208","1164","2303","460","2581","529","73","119","3789","1467","7167","1920","564","384","6603","1929"
"0500000US20209","Wyandotte County, Kansas","165324","*****","95143","3272","34860","2516","618","545","7957","931","1379","1917","18174","3066","7193","2155","971","813","6222","1789"
"0500000US21015","Boone County, Kentucky","131533","*****","119189","1808","3903","1892","0","197","2300","631","0","197","1428","1826","4713","2011","136","223","4577","1993"
"0500000US21037","Campbell County, Kentucky","93152","*****","87558","385","3016","498","214","301","944","356","0","197","353","385","1067","551","0","197","1067","551"
"0500000US21047","Christian County, Kentucky","71671","*****","50090","897","15698","1544","410","367","1394","136","1143","1275","556","504","2380","926","305","390","2075","900"
"0500000US21059","Daviess County, Kentucky","101104","*****","90215","790","4299","799","177","116","1809","208","901","974","741","766","2962","910","271","360","2691","821"
"0500000US21067","Fayette County, Kentucky","323780","*****","240762","2268","47626","1757","356","447","12495","1105","0","197","9541","2272","13000","2424","2379","1082","10621","2038"
"0500000US21093","Hardin County, Kentucky","110356","*****","86565","991","12289","1237","901","791","2503","602","403","197","2570","1625","5125","1756","223","258","4902","1729"
"0500000US21111","Jefferson County, Kentucky","770517","*****","545801","3299","168182","3563","1914","745","23035","1311","27","45","12743","4241","18815","3517","1453","729","17362","3442"
"0500000US21117","Kenton County, Kentucky","166051","*****","147814","589","7076","1621","385","228","1936","547","0","197","4267","716","4573","1563","137","194","4436","1588"
"0500000US21145","McCracken County, Kentucky","65346","*****","55544","589","7164","725","354","390","627","551","67","116","381","510","1209","558","0","197","1209","558"
"0500000US21151","Madison County, Kentucky","92368","*****","84080","604","3960","575","138","238","958","356","0","197","811","623","2421","571","167","184","2254","572"
"0500000US21185","Oldham County, Kentucky","66470","*****","60748","464","2850","597","82","89","1050","501","0","197","400","371","1340","765","0","197","1340","765"
"0500000US21227","Warren County, Kentucky","131264","*****","105739","1129","9620","1834","190","288","6036","340","1328","1764","2653","1100","5698","1851","579","536","5119","1852"
"0500000US22005","Ascension Parish, Louisiana","124672","*****","88992","1779","27087","2311","386","517","1875","105","176","331","2862","1933","3294","1822","68","121","3226","1827"
"0500000US22015","Bossier Parish, Louisiana","127185","*****","89362","1997","29728","741","484","500","2705","361","362","605","2539","1577","2005","1157","818","774","1187","702"
"0500000US22017","Caddo Parish, Louisiana","242922","*****","111397","893","119870","1445","1255","527","3189","395","140","160","2215","828","4856","1671","501","342","4355","1701"
"0500000US22019","Calcasieu Parish, Louisiana","203112","*****","142512","1001","51649","1221","609","456","2662","390","0","217","1345","826","4335","1478","89","160","4246","1458"
"0500000US22033","East Baton Rouge Parish, Louisiana","440956","*****","205202","2358","204056","2382","279","305","12497","1188","0","217","7028","2628","11894","2598","817","537","11077","2559"
"0500000US22045","Iberia Parish, Louisiana","70941","*****","44079","538","22855","829","0","217","2044","217","0","217","251","309","1712","942","0","217","1712","942"
"0500000US22051","Jefferson Parish, Louisiana","434051","*****","268532","4779","118066","3765","1890","1007","16431","1454","93","119","16616","4542","12423","2948","1625","861","10798","2897"
"0500000US22055","Lafayette Parish, Louisiana","242782","*****","167641","1436","63982","1715","467","437","4655","395","0","217","900","835","5137","2089","384","579","4753","1981"
"0500000US22057","Lafourche Parish, Louisiana","98115","*****","78106","1194","13264","783","1833","709","281","319","0","217","1218","1221","3413","1089","36","62","3377","1083"
"0500000US22063","Livingston Parish, Louisiana","139567","*****","124284","1280","7246","1912","375","471","1211","217","0","217","3073","1280","3378","1868","0","217","3378","1868"
"0500000US22071","Orleans Parish, Louisiana","391006","*****","133177","1744","231314","1771","706","378","10870","792","0","217","6811","1786","8128","1648","1629","900","6499","1442"
"0500000US22073","Ouachita Parish, Louisiana","154475","*****","90466","773","57839","904","73","125","1724","158","0","217","1802","782","2571","1122","525","655","2046","944"
"0500000US22079","Rapides Parish, Louisiana","130562","*****","82324","870","40327","1697","1099","376","1344","780","41","80","1130","768","4297","1923","241","374","4056","1875"
"0500000US22103","St. Tammany Parish, Louisiana","258111","*****","213213","1620","32957","952","2309","1486","4533","1066","0","217","1222","622","3877","1150","350","411","3527","1081"
"0500000US22105","Tangipahoa Parish, Louisiana","133777","*****","89592","701","39782","1419","188","200","1109","213","0","217","458","616","2648","1478","304","378","2344","1425"
"0500000US22109","Terrebonne Parish, Louisiana","111021","*****","78252","1037","20567","1217","6792","1127","1373","125","31","55","542","513","3464","1646","174","269","3290","1619"
"0500000US23001","Androscoggin County, Maine","107679","*****","98471","873","3184","868","66","75","757","285","0","170","93","116","5108","1144","792","917","4316","925"
"0500000US23003","Aroostook County, Maine","67111","*****","63699","236","279","234","1397","179","219","182","10","18","0","170","1507","428","141","185","1366","429"
"0500000US23005","Cumberland County, Maine","293557","*****","268658","1244","9041","1167","377","447","6951","838","109","134","1320","965","7101","1523","696","479","6405","1474"
"0500000US23011","Kennebec County, Maine","122083","*****","116802","499","491","310","158","174","1389","226","335","440","180","246","2728","463","0","170","2728","463"
"0500000US23019","Penobscot County, Maine","151096","*****","143056","423","1690","407","2037","406","1688","426","0","170","255","367","2370","691","87","110","2283","680"
"0500000US23031","York County, Maine","206229","*****","196797","545","1954","704","1121","886","2565","440","0","170","556","441","3236","1241","43","80","3193","1234"
"0500000US24001","Allegany County, Maryland","70975","*****","62148","478","6469","762","107","133","308","219","7","15","312","301","1624","665","176","184","1448","627"
"0500000US24003","Anne Arundel County, Maryland","576031","*****","410193","4167","96455","3413","952","434","22370","1904","79","108","18814","4252","27168","4302","1435","811","25733","4226"
"0500000US24005","Baltimore County, Maryland","828431","*****","490687","3425","240297","3878","1833","650","50320","1949","4785","4378","12999","4022","27510","4601","2096","913","25414","4565"
"0500000US24009","Calvert County, Maryland","92003","*****","74058","934","11823","1322","0","206","2346","208","0","206","1062","766","2714","1283","0","206","2714","1283"
"0500000US24013","Carroll County, Maryland","168429","*****","153478","1013","5767","730","186","172","3359","501","27","45","1415","815","4197","1242","0","206","4197","1242"
"0500000US24015","Cecil County, Maryland","102826","*****","90629","838","7325","985","33","57","1403","500","0","206","556","525","2880","1179","329","302","2551","1177"
"0500000US24017","Charles County, Maryland","161503","*****","68969","1543","77394","2075","1079","641","5200","797","0","206","1162","847","7699","2458","290","359","7409","2425"
"0500000US24021","Frederick County, Maryland","255648","*****","207110","1345","26200","1241","304","351","10441","1012","260","360","2655","1166","8678","1330","804","386","7874","1275"
"0500000US24025","Harford County, Maryland","253956","*****","198408","1851","35479","1493","490","352","6519","1004","180","276","3419","1854","9461","1961","731","506","8730","1911"
"0500000US24027","Howard County, Maryland","323196","*****","181707","2403","64624","2403","657","507","59189","2141","130","167","4615","2276","12274","2482","1352","742","10922","2248"
"0500000US24031","Montgomery County, Maryland","1052567","*****","542829","9555","196316","3611","2818","929","152890","3652","391","348","103255","10469","54068","6143","12845","4552","41223","4517"
"0500000US24033","Prince George's County, Maryland","909308","*****","142297","5218","566790","4300","2331","1031","37029","1793","187","198","131686","6035","28988","4347","3988","1374","25000","4149"
"0500000US24037","St. Mary's County, Maryland","112664","*****","86881","1331","17155","1131","89","136","2693","493","0","206","1804","1332","4042","1255","115","193","3927","1247"
"0500000US24043","Washington County, Maryland","150926","*****","124032","1112","16959","1887","184","189","2931","633","843","757","921","843","5056","1870","351","345","4705","1844"
"0500000US24045","Wicomico County, Maryland","103195","*****","67846","1362","27727","1337","195","349","3277","336","0","206","1302","1192","2848","1320","221","228","2627","1311"
"0500000US24510","Baltimore city, Maryland","602495","*****","183276","3494","371664","3517","1600","538","15490","791","61","116","13343","3922","17061","3369","2339","1426","14722","2986"
"0500000US25001","Barnstable County, Massachusetts","213413","*****","195181","1828","8036","711","1538","509","3229","450","95","131","2363","1642","2971","1043","346","299","2625","986"
"0500000US25003","Berkshire County, Massachusetts","126348","*****","113854","1003","3940","862","374","303","2133","479","189","200","2232","929","3626","1077","528","353","3098","1010"
"0500000US25005","Bristol County, Massachusetts","564022","*****","473728","4422","25062","2691","753","560","13053","1588","127","216","35227","4317","16072","2621","4475","1517","11597","2145"
"0500000US25009","Essex County, Massachusetts","790638","*****","612629","6901","35405","3660","1188","943","28928","1296","0","211","90522","6989","21966","3805","4268","1546","17698","3436"
"0500000US25011","Franklin County, Massachusetts","70963","*****","65352","740","1107","362","276","178","1143","466","0","211","1639","765","1446","601","33","44","1413","591"
"0500000US25013","Hampden County, Massachusetts","470406","*****","382653","4840","44607","3079","1082","528","11656","1221","0","211","18041","3952","12367","2616","1795","864","10572","2804"
"0500000US25015","Hampshire County, Massachusetts","161355","*****","140335","1121","4378","731","417","360","9251","899","57","94","1559","1046","5358","1386","1049","730","4309","1355"
"0500000US25017","Middlesex County, Massachusetts","1614714","*****","1226390","7066","87875","4099","4164","2456","198986","2963","1448","515","42028","6139","53823","5256","7895","2220","45928","4956"
"0500000US25021","Norfolk County, Massachusetts","705388","*****","539996","3388","53112","1845","1209","492","83337","1993","75","91","11827","4089","15832","2719","1968","955","13864","2505"
"0500000US25023","Plymouth County, Massachusetts","518132","*****","428704","3456","51695","2531","1136","1328","7949","843","58","104","15087","3834","13503","2359","3836","2369","9667","2049"
"0500000US25025","Suffolk County, Massachusetts","807252","*****","443247","8913","175761","4845","2498","888","71303","2570","165","201","57053","6707","57225","6484","8251","2475","48974","6303"
"0500000US25027","Worcester County, Massachusetts","830839","*****","689588","5077","44256","3423","1371","573","41100","2303","561","713","25388","4782","28575","4236","5819","2153","22756","4257"
"0500000US26005","Allegan County, Michigan","117327","*****","108456","1452","2355","391","404","363","993","235","0","172","3334","1548","1785","699","30","61","1755","696"
"0500000US26017","Bay County, Michigan","103923","*****","98807","180","1851","512","353","257","473","477","0","172","119","132","2320","426","39","72","2281","421"
"0500000US26021","Berrien County, Michigan","154141","*****","121712","1087","21589","1276","862","369","2842","395","0","172","1431","910","5705","1545","624","390","5081","1397"
"0500000US26025","Calhoun County, Michigan","134487","*****","109046","724","13948","1653","789","474","3634","590","0","172","1013","539","6057","1858","222","269","5835","1840"
"0500000US26037","Clinton County, Michigan","79332","*****","74461","202","1975","546","152","209","1161","213","0","172","130","125","1453","543","0","172","1453","543"
"0500000US26045","Eaton County, Michigan","109826","*****","95241","672","7054","877","509","325","2826","251","0","172","1347","620","2849","988","91","151","2758","989"
"0500000US26049","Genesee County, Michigan","406892","*****","304719","1384","80771","3150","1523","685","4031","750","66","83","1899","766","13883","3128","1085","565","12798","3097"
"0500000US26055","Grand Traverse County, Michigan","92573","*****","87687","680","740","286","802","611","508","322","118","187","547","424","2171","867","34","60","2137","866"
"0500000US26065","Ingham County, Michigan","292735","*****","216991","2001","34341","2230","837","346","20591","1097","30","51","3593","1144","16352","2343","2119","1172","14233","2308"
"0500000US26073","Isabella County, Michigan","70562","*****","61141","523","1787","394","3172","600","1333","272","36","54","1332","641","1761","581","93","112","1668","567"
"0500000US26075","Jackson County, Michigan","158823","*****","138207","778","12464","1234","418","297","1421","430","86","118","1226","800","5001","1325","206","138","4795","1345"
"0500000US26077","Kalamazoo County, Michigan","264870","*****","212930","1958","27655","2003","928","536","6269","704","534","525","1252","700","15302","2309","1789","901","13513","2309"
"0500000US26081","Kent County, Michigan","653786","*****","519959","3659","62932","3003","2449","1389","21059","1081","614","434","19537","3416","27236","3578","3274","1348","23962","3296"
